0.0 12.916666666666668 216.51666666666665
1.0666666666666667 3.85 23.349999999999998
5.116666666666667 7.666666666666666 23.6
17.033333333333335 24.81666666666667 308.15000000000003
32.13333333333333 53.28333333333334 381.6166666666667
53.23333333333333 68.83333333333333 438.08333333333337
71.4 87.99999999999999 499.9
106.66666666666667 141.71666666666664 405.3833333333333
126.81666666666668 139.11666666666665 350.8666666666667
152.1 164.16666666666669 394.06666666666666
193.7 209.43333333333334 255.35
242.7166666666667 256.1 333.80000000000007
266.3333333333333 288.7666666666667 527.8166666666667
312.56666666666666 328.75 509.4166666666667
351.5333333333333 368.4833333333333 574.5
396.26666666666665 409.3166666666667 624.65
458.15 475.75 680.15
521.3166666666667 542.55 738.8333333333333
564.6333333333334 595.1333333333333 817.2833333333334
657.1333333333334 680.9 888.5833333333334
826.0666666666666 849.0 923.9333333333332
