0.0 0.25 23.833333333333336
6.016666666666667 6.166666666666666 21.1
6.55 6.7 21.816666666666666
15.983333333333334 16.033333333333335 275.55
23.266666666666666 23.35 283.59999999999997
38.18333333333334 38.38333333333333 296.98333333333335
55.03333333333334 55.083333333333336 291.65
75.75 75.86666666666666 316.7666666666667
88.76666666666668 88.93333333333334 123.05
110.23333333333335 110.36666666666665 144.46666666666664
144.63333333333333 144.7 186.86666666666665
189.33333333333334 189.43333333333334 233.93333333333334
238.58333333333331 238.78333333333336 307.7166666666667
275.93333333333334 276.06666666666666 311.71666666666664
333.01666666666665 333.18333333333334 371.70000000000005
396.08333333333337 396.21666666666664 448.66666666666663
441.0 441.1333333333333 483.2
506.2666666666667 506.4666666666666 557.0833333333333
552.65 552.8666666666666 614.6833333333333
623.5 623.7333333333333 676.2
705.15 705.25 756.5333333333334
