0.0 3.1333333333333337 26.05
1.2 1.6333333333333335 15.15
4.666666666666666 5.75 19.0
11.233333333333333 12.966666666666665 43.11666666666667
22.166666666666668 24.300000000000004 57.31666666666666
33.86666666666667 35.64999999999999 67.25000000000001
46.983333333333334 48.96666666666667 80.86666666666666
67.94999999999999 69.7 102.30000000000001
87.83333333333334 90.66666666666666 125.5
126.45 128.71666666666667 185.13333333333335
154.26666666666668 157.56666666666666 197.85
188.01666666666665 193.25 225.55
244.7666666666667 247.63333333333335 301.75
267.03333333333336 272.3 313.48333333333335
327.3333333333333 331.41666666666663 378.1
368.91666666666663 375.01666666666665 412.3833333333334
416.3666666666666 420.8166666666667 468.3666666666666
477.4 481.5166666666667 561.8166666666667
535.5500000000001 539.8666666666667 601.8666666666667
611.95 616.3666666666666 664.4166666666667
654.3166666666667 659.0166666666667 708.45
